<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,20180222,113500,144.7300000,144.8300000,144.6300000,144.7300000,176270
GAZP,5,20180222,114000,144.6800000,144.7300000,144.3000000,144.3000000,265080
GAZP,5,20180222,114500,144.3000000,144.5800000,144.1800000,144.3100000,350900
GAZP,5,20180222,115000,144.3300000,144.4800000,144.2000000,144.3000000,168710
GAZP,5,20180222,115500,144.2900000,145.0000000,144.2600000,144.9000000,533470
GAZP,5,20180222,120000,144.8200000,145.0800000,144.5000000,144.5000000,553310
GAZP,5,20180222,120500,144.5500000,144.6900000,144.4100000,144.4600000,157520
GAZP,5,20180222,121000,144.4600000,144.6700000,144.3300000,144.5100000,405620
GAZP,5,20180222,121500,144.5100000,144.5400000,144.4400000,144.4800000,94040
GAZP,5,20180222,122000,144.5300000,144.6200000,144.0900000,144.1600000,320960
GAZP,5,20180222,122500,144.1500000,144.4000000,144.1100000,144.3500000,39000
GAZP,5,20180222,123000,144.3500000,144.3500000,143.7400000,143.8800000,373770
GAZP,5,20180222,123500,143.8900000,144.0000000,143.7200000,143.8400000,416830
GAZP,5,20180222,124000,143.8400000,144.1500000,143.7400000,144.0400000,147270
GAZP,5,20180222,124500,144.0400000,144.2200000,143.9700000,144.0300000,184700
GAZP,5,20180222,125000,143.9800000,144.2900000,143.9600000,144.2900000,181110
GAZP,5,20180222,125500,144.2400000,144.2400000,144.0700000,144.1600000,88700
GAZP,5,20180222,130000,144.1600000,144.1600000,143.8300000,143.8600000,175900
GAZP,5,20180222,130500,143.9100000,144.0900000,143.8400000,143.9300000,216390
GAZP,5,20180222,131000,144.0000000,144.2400000,143.9900000,144.0200000,233400
GAZP,5,20180222,131500,144.0200000,144.0300000,143.9500000,143.9500000,68620
GAZP,5,20180222,132000,143.9500000,143.9700000,143.7300000,143.8700000,349480
GAZP,5,20180222,132500,143.9100000,143.9200000,143.7300000,143.9200000,139000
GAZP,5,20180222,133000,143.9200000,143.9600000,143.7600000,143.7800000,34110
GAZP,5,20180222,133500,143.8000000,143.8000000,143.5100000,143.7300000,207160
GAZP,5,20180222,134000,143.7500000,143.7500000,143.5700000,143.6000000,66230
GAZP,5,20180222,134500,143.6000000,143.7200000,143.3000000,143.5200000,268910
GAZP,5,20180222,135000,143.5200000,143.5400000,143.3400000,143.4300000,116180
GAZP,5,20180222,135500,143.3800000,143.4400000,143.1900000,143.4000000,109950
GAZP,5,20180222,140000,143.4400000,143.6100000,143.3600000,143.6000000,87230
GAZP,5,20180222,140500,143.6200000,143.6500000,143.4600000,143.4600000,69780
GAZP,5,20180222,141000,143.4600000,143.4600000,142.6300000,142.8700000,730180
GAZP,5,20180222,141500,142.8300000,143.0700000,142.8200000,142.8800000,699560
GAZP,5,20180222,142000,142.9400000,143.0900000,142.9400000,143.0500000,172520
GAZP,5,20180222,142500,143.0500000,143.2800000,143.0500000,143.1300000,105180
GAZP,5,20180222,143000,143.0600000,143.2700000,143.0600000,143.1300000,250690
GAZP,5,20180222,143500,143.1200000,143.2400000,143.0500000,143.1200000,200010
GAZP,5,20180222,144000,143.1000000,143.1700000,143.0500000,143.1200000,42120
GAZP,5,20180222,144500,143.1200000,143.1700000,143.0500000,143.1100000,54780
GAZP,5,20180222,145000,143.1100000,143.2800000,143.0500000,143.1900000,95630
GAZP,5,20180222,145500,143.1900000,143.3600000,143.1000000,143.2300000,122190
GAZP,5,20180222,150000,143.2300000,143.2300000,143.0500000,143.1100000,52580
GAZP,5,20180222,150500,143.1000000,143.5000000,143.0500000,143.4900000,160640
GAZP,5,20180222,151000,143.4900000,143.6300000,143.3700000,143.5900000,93240
GAZP,5,20180222,151500,143.6300000,143.9800000,143.6300000,143.8000000,264550
GAZP,5,20180222,152000,143.8000000,144.0700000,143.7400000,143.8800000,230000
GAZP,5,20180222,152500,143.8700000,144.2000000,143.6900000,143.8000000,269600
GAZP,5,20180222,153000,143.8000000,143.9100000,143.7500000,143.7500000,50440
GAZP,5,20180222,153500,143.7500000,143.7800000,143.6400000,143.7800000,48260
GAZP,5,20180222,154000,143.7800000,143.8700000,143.7000000,143.7000000,33470
GAZP,5,20180222,154500,143.7000000,143.8600000,143.7000000,143.8600000,54680
GAZP,5,20180222,155000,143.8200000,143.8800000,143.8000000,143.8400000,26470
GAZP,5,20180222,155500,143.8600000,144.4700000,143.8000000,143.8200000,481800
GAZP,5,20180222,160000,143.8700000,144.0800000,143.7500000,144.0800000,44510
GAZP,5,20180222,160500,144.0300000,144.1200000,143.8600000,144.0800000,109070
GAZP,5,20180222,161000,144.0300000,144.1800000,143.9800000,144.0300000,61890
GAZP,5,20180222,161500,144.0000000,144.1000000,143.8200000,143.8300000,47570
GAZP,5,20180222,162000,143.8500000,144.0600000,143.8400000,143.9700000,27470
GAZP,5,20180222,162500,143.9700000,144.3100000,143.9700000,144.1400000,204140
GAZP,5,20180222,163000,144.1000000,144.2500000,144.1000000,144.2400000,34840
GAZP,5,20180222,163500,144.2000000,144.4500000,144.1600000,144.3000000,181530
GAZP,5,20180222,164000,144.2900000,144.5000000,144.2700000,144.4800000,168000
GAZP,5,20180222,164500,144.4800000,144.5500000,144.3500000,144.5500000,101250
GAZP,5,20180222,165000,144.5500000,144.5500000,144.2500000,144.4300000,72580
GAZP,5,20180222,165500,144.4800000,144.5600000,144.4100000,144.5200000,117980
GAZP,5,20180222,170000,144.5700000,144.8000000,144.5000000,144.5700000,168970
GAZP,5,20180222,170500,144.5400000,144.8000000,144.5000000,144.6100000,120150
GAZP,5,20180222,171000,144.6200000,144.7800000,144.5400000,144.5400000,78520
GAZP,5,20180222,171500,144.5300000,144.6900000,144.4200000,144.5300000,328610
GAZP,5,20180222,172000,144.5700000,144.6800000,144.5000000,144.5900000,79230
GAZP,5,20180222,172500,144.5900000,144.7500000,144.5900000,144.7400000,158930
GAZP,5,20180222,173000,144.7100000,144.8200000,144.2200000,144.3900000,391050
GAZP,5,20180222,173500,144.4000000,144.8000000,144.3200000,144.7300000,266080
GAZP,5,20180222,174000,144.7800000,144.8400000,144.5700000,144.6600000,192900
GAZP,5,20180222,174500,144.6800000,144.7800000,144.6200000,144.7200000,239930
GAZP,5,20180222,175000,144.7700000,144.9000000,144.7200000,144.8900000,274930
GAZP,5,20180222,175500,144.8900000,144.9900000,144.7400000,144.8700000,431270
GAZP,5,20180222,180000,144.8600000,145.2300000,144.8500000,145.0900000,841970
GAZP,5,20180222,180500,145.0900000,145.2700000,145.0000000,145.2700000,488020
GAZP,5,20180222,181000,145.2700000,145.4400000,145.1100000,145.1800000,321870
GAZP,5,20180222,181500,145.1600000,145.1800000,144.8700000,144.9500000,209230
GAZP,5,20180222,182000,144.9000000,145.4000000,144.9000000,145.3000000,293140
GAZP,5,20180222,182500,145.3400000,145.5400000,145.3000000,145.4900000,1562370
GAZP,5,20180222,183000,145.4200000,145.5400000,145.3000000,145.4700000,514190
GAZP,5,20180222,183500,145.4700000,145.4700000,145.0900000,145.1000000,326570
GAZP,5,20180222,184000,145.1000000,145.4500000,145.0900000,145.3100000,270590
GAZP,5,20180222,185000,145.9700000,145.9700000,145.9700000,145.9700000,1785550
GAZP,5,20180226,100500,148.0700000,148.4200000,147.3200000,148.0000000,2325570
GAZP,5,20180226,101000,147.9200000,148.1400000,147.6000000,147.7100000,983350
GAZP,5,20180226,101500,147.7100000,148.6600000,147.7100000,148.6000000,1428530
GAZP,5,20180226,102000,148.6100000,149.0000000,148.4000000,148.9600000,1544390
GAZP,5,20180226,102500,148.9600000,149.7000000,148.9100000,149.5100000,1900160
GAZP,5,20180226,103000,149.5000000,149.9800000,149.1100000,149.2900000,1464300
GAZP,5,20180226,103500,149.2900000,149.4200000,148.4300000,148.4500000,1459140
GAZP,5,20180226,104000,148.4800000,148.7200000,148.4300000,148.5100000,388690
GAZP,5,20180226,104500,148.5100000,148.9700000,148.4400000,148.8800000,543330
GAZP,5,20180226,105000,148.8800000,149.1000000,148.4000000,148.4500000,909970
GAZP,5,20180226,105500,148.4500000,148.6700000,148.3100000,148.6000000,673100
GAZP,5,20180226,110000,148.5800000,148.7500000,148.5700000,148.7000000,465350
GAZP,5,20180226,110500,148.7300000,148.7300000,148.0900000,148.1600000,945670
GAZP,5,20180226,111000,148.1200000,148.4400000,147.9200000,148.2600000,1575990
GAZP,5,20180226,111500,148.2300000,148.7100000,148.2000000,148.4900000,1059540
GAZP,5,20180226,112000,148.4900000,148.8500000,148.4100000,148.4200000,802560
GAZP,5,20180226,112500,148.4900000,148.8000000,148.4800000,148.5100000,464060
GAZP,5,20180226,113000,148.5500000,148.5500000,148.0000000,148.0000000,512730
GAZP,5,20180226,113500,148.0600000,148.1800000,147.7000000,148.0400000,518830
GAZP,5,20180226,114000,148.0600000,148.1800000,147.7700000,147.8900000,372200
GAZP,5,20180226,114500,147.9200000,148.1500000,147.8400000,148.0300000,163680
GAZP,5,20180226,115000,148.1000000,148.2200000,147.9600000,147.9600000,237520
GAZP,5,20180226,115500,148.0300000,148.0400000,147.9000000,147.9900000,137540
GAZP,5,20180226,120000,148.0100000,148.1400000,147.9100000,148.0500000,298630
GAZP,5,20180226,120500,148.1000000,148.1200000,147.9700000,148.0700000,102730
GAZP,5,20180226,121000,148.0800000,148.1000000,147.9400000,148.0100000,118110
GAZP,5,20180226,121500,148.0600000,148.0600000,147.7200000,147.7500000,361700
GAZP,5,20180226,122000,147.7500000,147.9100000,147.7100000,147.8200000,73870
GAZP,5,20180226,122500,147.7700000,147.8300000,147.5600000,147.5600000,190770
GAZP,5,20180226,123000,147.6100000,147.6600000,147.5400000,147.5900000,74470
GAZP,5,20180226,123500,147.6100000,147.7600000,147.4800000,147.5000000,422610
GAZP,5,20180226,124000,147.5000000,147.5000000,147.4200000,147.4500000,65090
GAZP,5,20180226,124500,147.4900000,147.5700000,147.3500000,147.5200000,256210
GAZP,5,20180226,125000,147.4700000,147.5300000,147.1700000,147.2400000,426740
GAZP,5,20180226,125500,147.1800000,147.1800000,146.7500000,146.8700000,992500
GAZP,5,20180226,130000,146.8700000,147.0600000,146.7500000,146.7800000,277530
GAZP,5,20180226,130500,146.8100000,146.8400000,146.6000000,146.7500000,427850
GAZP,5,20180226,131000,146.8200000,146.9800000,146.6300000,146.9600000,454770
GAZP,5,20180226,131500,146.9200000,146.9600000,146.7100000,146.8300000,294660
GAZP,5,20180226,132000,146.8800000,147.1300000,146.8500000,147.0100000,443190
GAZP,5,20180226,132500,147.0600000,147.6400000,147.0100000,147.6400000,484080
GAZP,5,20180226,133000,147.6200000,147.6800000,147.3700000,147.4900000,193960
GAZP,5,20180226,133500,147.5000000,147.5000000,147.3200000,147.4000000,65920
GAZP,5,20180226,134000,147.3500000,147.4500000,147.2900000,147.4000000,132540
GAZP,5,20180226,134500,147.4400000,147.4500000,147.3500000,147.3800000,44310
GAZP,5,20180226,135000,147.3900000,147.4000000,147.3400000,147.3600000,35650
GAZP,5,20180226,135500,147.3500000,147.3800000,147.2500000,147.3500000,64110
GAZP,5,20180226,140000,147.3500000,147.3700000,147.2300000,147.2300000,46440
GAZP,5,20180226,140500,147.2800000,147.2800000,147.0000000,147.0700000,274060
GAZP,5,20180226,141000,147.1200000,147.2300000,146.8000000,146.8800000,514940
GAZP,5,20180226,141500,146.8800000,147.3500000,146.8600000,147.2800000,270270
GAZP,5,20180226,142000,147.2800000,147.3600000,147.0000000,147.3200000,187500
GAZP,5,20180226,142500,147.2700000,147.3600000,146.9100000,147.1500000,247710
GAZP,5,20180226,143000,147.1600000,147.2800000,146.8800000,146.9600000,259560
GAZP,5,20180226,143500,147.0000000,147.1400000,146.9500000,147.0900000,220820
GAZP,5,20180226,144000,147.0200000,147.2700000,147.0000000,147.2600000,116880
GAZP,5,20180226,144500,147.1900000,147.2800000,146.9100000,146.9600000,293890
GAZP,5,20180226,145000,146.9100000,147.0600000,146.7000000,147.0300000,304910
GAZP,5,20180226,145500,147.0300000,147.1500000,146.7200000,146.7300000,208300
GAZP,5,20180226,150000,146.8000000,146.9200000,146.7000000,146.9000000,219610
GAZP,5,20180226,150500,146.9000000,146.9300000,146.8200000,146.8700000,22220
GAZP,5,20180226,151000,146.9000000,147.1200000,146.8600000,147.0200000,62180
GAZP,5,20180226,151500,147.0000000,147.0800000,146.9700000,147.0800000,63890
GAZP,5,20180226,152000,147.0800000,147.2700000,147.0500000,147.2400000,130120
GAZP,5,20180226,152500,147.2400000,147.2600000,147.1500000,147.2500000,100570
GAZP,5,20180226,153000,147.2500000,147.4700000,147.2000000,147.3600000,301480
GAZP,5,20180226,153500,147.3800000,147.4100000,147.1300000,147.2000000,63070
GAZP,5,20180226,154000,147.2200000,147.2200000,146.9400000,147.0900000,176330
GAZP,5,20180226,154500,147.1300000,147.1600000,147.0100000,147.0300000,33920
GAZP,5,20180226,155000,147.1000000,147.1000000,146.9800000,147.0500000,69520
GAZP,5,20180226,155500,147.1000000,147.3800000,147.1000000,147.3100000,131810
GAZP,5,20180226,160000,147.3400000,147.3600000,146.9900000,147.1700000,70530
GAZP,5,20180226,160500,147.1900000,147.3600000,147.1500000,147.2900000,102270
GAZP,5,20180226,161000,147.2600000,147.2600000,147.0100000,147.0600000,30080
GAZP,5,20180226,161500,147.0900000,147.0900000,147.0400000,147.0500000,23070
GAZP,5,20180226,162000,147.0500000,147.0500000,146.8400000,146.9700000,108440
GAZP,5,20180226,162500,146.9700000,147.0000000,146.8500000,146.9100000,63540
GAZP,5,20180226,163000,146.9100000,146.9100000,146.7500000,146.8300000,123530
GAZP,5,20180226,163500,146.8300000,147.0000000,146.7500000,146.9500000,78820
GAZP,5,20180226,164000,146.9500000,147.1300000,146.8800000,147.0000000,106870
GAZP,5,20180226,164500,147.0000000,147.0300000,146.9300000,146.9500000,70690
GAZP,5,20180226,165000,147.0000000,147.1000000,146.9300000,147.0000000,145220
GAZP,5,20180226,165500,147.0800000,147.1000000,147.0300000,147.0300000,32320
GAZP,5,20180226,170000,147.0300000,147.0700000,146.9900000,147.0600000,31340
GAZP,5,20180226,170500,147.0100000,147.0300000,146.8600000,146.8600000,97220
GAZP,5,20180226,171000,146.8600000,146.9900000,146.8200000,146.9200000,69350
GAZP,5,20180226,171500,146.9200000,146.9300000,146.6300000,146.7100000,281440
GAZP,5,20180226,172000,146.7100000,146.9200000,146.7100000,146.9000000,69940
GAZP,5,20180226,172500,146.9300000,146.9300000,146.9000000,146.9000000,31760
GAZP,5,20180226,173000,146.9000000,146.9900000,146.7600000,146.8300000,164520
GAZP,5,20180226,173500,146.8300000,146.9400000,146.8000000,146.9200000,123640
GAZP,5,20180226,174000,146.9400000,146.9500000,146.8000000,146.9000000,163350
GAZP,5,20180226,174500,146.9000000,147.0000000,146.8300000,146.9000000,149790
GAZP,5,20180226,175000,146.8300000,146.9200000,146.7600000,146.9200000,85070
GAZP,5,20180226,175500,146.9000000,146.9700000,146.7600000,146.8100000,304820
GAZP,5,20180226,180000,146.8200000,146.8600000,146.7700000,146.8000000,188600
GAZP,5,20180226,180500,146.8000000,146.9500000,146.8000000,146.8400000,87030
GAZP,5,20180226,181000,146.8400000,146.8800000,146.8000000,146.8500000,103180
GAZP,5,20180226,181500,146.8300000,146.8300000,146.4200000,146.4800000,422750
GAZP,5,20180226,182000,146.4500000,146.7100000,146.4200000,146.7100000,305290
GAZP,5,20180226,182500,146.7100000,146.8900000,146.6400000,146.8900000,189610
GAZP,5,20180226,183000,146.8200000,146.8900000,146.5200000,146.6000000,324290
GAZP,5,20180226,183500,146.6000000,146.7500000,146.5400000,146.7000000,291860
GAZP,5,20180226,184000,146.6900000,146.8700000,146.6700000,146.7700000,366930
GAZP,5,20180226,185000,147.0000000,147.0000000,147.0000000,147.0000000,845630
GAZP,5,20180227,100500,147.2000000,147.4900000,146.5000000,146.6600000,501890
GAZP,5,20180227,101000,146.7200000,146.9500000,146.4000000,146.6900000,442720
GAZP,5,20180227,101500,146.7000000,146.9500000,146.5500000,146.7800000,240630
GAZP,5,20180227,102000,146.7800000,146.7800000,146.3000000,146.3400000,306050
GAZP,5,20180227,102500,146.3900000,146.5000000,145.8100000,146.0900000,973540
GAZP,5,20180227,103000,146.1000000,146.1800000,146.0000000,146.1200000,111520
GAZP,5,20180227,103500,146.1100000,146.3800000,146.0800000,146.3800000,73040
GAZP,5,20180227,104000,146.3100000,146.3100000,146.1000000,146.1700000,183530
GAZP,5,20180227,104500,146.1700000,146.1700000,146.0100000,146.0800000,255390
GAZP,5,20180227,105000,146.0800000,146.1900000,145.8900000,146.0000000,370320
GAZP,5,20180227,105500,145.9600000,146.0000000,145.8400000,145.9100000,245420
GAZP,5,20180227,110000,145.9000000,145.9200000,145.5500000,145.6800000,346450
GAZP,5,20180227,110500,145.6400000,146.0500000,145.6200000,145.8700000,623210
GAZP,5,20180227,111000,145.9100000,145.9600000,145.3600000,145.4700000,536260
GAZP,5,20180227,111500,145.4300000,145.5900000,145.1200000,145.2800000,444630
GAZP,5,20180227,112000,145.2800000,145.3600000,144.8500000,145.1000000,1111210
GAZP,5,20180227,112500,145.1000000,145.2000000,144.9200000,145.2000000,276540
GAZP,5,20180227,113000,145.1300000,145.4000000,145.0900000,145.2500000,208460
GAZP,5,20180227,113500,145.2100000,145.3400000,144.9400000,144.9900000,573010
GAZP,5,20180227,114000,145.0000000,145.1800000,144.9400000,145.1500000,142240
GAZP,5,20180227,114500,145.1800000,145.3800000,145.1800000,145.3000000,185170
GAZP,5,20180227,115000,145.2900000,145.3900000,145.1800000,145.3400000,119060
GAZP,5,20180227,115500,145.3700000,145.4000000,145.1500000,145.2200000,122470
GAZP,5,20180227,120000,145.2700000,145.3300000,145.1500000,145.2600000,56340
GAZP,5,20180227,120500,145.3000000,145.3000000,145.0600000,145.0600000,74670
GAZP,5,20180227,121000,145.0600000,146.1600000,145.0100000,145.8500000,2252200
GAZP,5,20180227,121500,145.8200000,146.1900000,145.7500000,146.1100000,398060
GAZP,5,20180227,122000,146.1100000,146.3400000,145.9300000,145.9300000,280220
GAZP,5,20180227,122500,145.9300000,146.1500000,145.8700000,146.1500000,48660
GAZP,5,20180227,123000,146.1500000,146.1600000,145.8600000,145.9900000,135540
GAZP,5,20180227,123500,145.9600000,146.1600000,145.9600000,146.0100000,181240
GAZP,5,20180227,124000,146.0500000,146.0600000,145.7500000,145.7500000,135900
GAZP,5,20180227,124500,145.7900000,145.8900000,145.7100000,145.7900000,63080
GAZP,5,20180227,125000,145.8000000,145.8900000,145.7000000,145.7000000,82790
GAZP,5,20180227,125500,145.7000000,145.8000000,145.6300000,145.7100000,37190
GAZP,5,20180227,130000,145.7500000,145.7900000,145.6300000,145.7400000,56750
GAZP,5,20180227,130500,145.7900000,146.0000000,145.7900000,145.9500000,98870
GAZP,5,20180227,131000,145.9700000,146.0400000,145.8800000,146.0000000,99360
GAZP,5,20180227,131500,146.0000000,146.1800000,145.9000000,146.0800000,109740
GAZP,5,20180227,132000,146.0800000,146.0800000,145.8700000,146.0600000,39000
GAZP,5,20180227,132500,146.0100000,146.0400000,145.9500000,145.9700000,21690
GAZP,5,20180227,133000,146.0000000,146.6400000,146.0000000,146.6000000,661680
GAZP,5,20180227,133500,146.6000000,146.8600000,146.4900000,146.8000000,392780
GAZP,5,20180227,134000,146.7500000,147.1800000,146.5700000,147.0600000,840340
GAZP,5,20180227,134500,147.1000000,147.1800000,147.0100000,147.0600000,241680
GAZP,5,20180227,135000,147.1300000,147.1800000,146.9200000,147.0300000,478900
